order_id,transaction_type,processing_time(day),delivery_estimate(day),late_delivery_risk,delivery_status,order_status,shipping_mode
01957,Debit,1,0,1,Late Delivery,Complete,Same Day
01961,Transfer,2,1,1,Late Delivery,Processing,First Class
01963,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
01965,Debit,6,4,1,Late Delivery,Complete,Standard Class
01966,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01967,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
01968,Cash,4,4,0,Shipping On Time,Closed,Standard Class
01970,Cash,6,4,1,Late Delivery,Closed,Standard Class
01971,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01972,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01973,Transfer,4,2,1,Late Delivery,Processing,Second Class
01974,Debit,5,4,1,Late Delivery,Complete,Standard Class
01975,Debit,6,4,1,Late Delivery,Complete,Standard Class
01976,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01977,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01978,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01979,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
01980,Debit,6,2,1,Late Delivery,Complete,Second Class
01981,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
01982,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01983,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
01985,Debit,6,4,1,Late Delivery,On Hold,Standard Class
01986,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01988,Transfer,2,1,1,Late Delivery,Pending,First Class
01990,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01991,Transfer,2,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01992,Debit,2,1,1,Late Delivery,On Hold,First Class
01993,Debit,2,1,1,Late Delivery,Complete,First Class
01994,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01995,Cash,2,1,1,Late Delivery,Closed,First Class
01996,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01997,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01998,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01999,Transfer,5,4,1,Late Delivery,Processing,Standard Class
02000,Cash,6,4,1,Late Delivery,Closed,Standard Class
02001,Cash,2,2,0,Shipping On Time,Closed,Second Class
02002,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
02004,Transfer,5,2,1,Late Delivery,Pending,Second Class
02005,Debit,6,2,1,Late Delivery,Complete,Second Class
02006,Debit,2,4,0,Advance Shipping,Complete,Standard Class
02007,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
02008,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02009,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
02010,Cash,6,4,1,Late Delivery,Closed,Standard Class
02011,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
02012,Transfer,3,4,0,Shipping Canceled,Canceled,Standard Class
02013,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
02014,Transfer,5,4,1,Late Delivery,Processing,Standard Class
02015,Transfer,6,4,1,Late Delivery,Pending,Standard Class
02016,Debit,0,0,0,Shipping On Time,Complete,Same Day
02018,Payment,2,1,1,Late Delivery,Pending Payment,First Class
02019,Transfer,5,2,1,Late Delivery,Processing,Second Class
02020,Debit,6,2,1,Late Delivery,Complete,Second Class
02021,Transfer,2,2,0,Shipping On Time,Processing,Second Class
02023,Debit,4,2,1,Late Delivery,Complete,Second Class
02024,Transfer,5,2,1,Late Delivery,Pending,Second Class
02025,Debit,6,2,1,Late Delivery,Complete,Second Class
02026,Debit,2,2,0,Shipping On Time,Complete,Second Class
02027,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
02028,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02029,Cash,5,4,1,Late Delivery,Closed,Standard Class
02030,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
02031,Debit,2,4,0,Advance Shipping,Complete,Standard Class
02032,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
02033,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
02034,Debit,5,4,1,Late Delivery,Complete,Standard Class
02035,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
02036,Cash,1,0,1,Late Delivery,Closed,Same Day
02037,Debit,2,1,1,Late Delivery,Complete,First Class
02042,Transfer,3,2,1,Late Delivery,Pending,Second Class
02043,Debit,2,1,1,Late Delivery,Complete,First Class
02044,Debit,5,4,1,Late Delivery,Complete,Standard Class
02045,Cash,6,4,1,Late Delivery,Closed,Standard Class
02047,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
02048,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02049,Debit,2,1,1,Late Delivery,Complete,First Class
02050,Debit,2,1,1,Late Delivery,Complete,First Class
02051,Debit,2,4,0,Advance Shipping,Complete,Standard Class
02052,Transfer,3,4,0,Shipping Canceled,Suspected Fraud,Standard Class
02053,Transfer,4,4,0,Shipping Canceled,Canceled,Standard Class
02055,Cash,6,4,1,Late Delivery,Closed,Standard Class
02056,Debit,2,4,0,Advance Shipping,Complete,Standard Class
02057,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
02058,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02059,Debit,5,2,1,Late Delivery,Complete,Second Class
02060,Transfer,6,2,0,Shipping Canceled,Suspected Fraud,Second Class
02061,Cash,2,2,0,Shipping On Time,Closed,Second Class
02062,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
02063,Cash,4,4,0,Shipping On Time,Closed,Standard Class
02064,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
02065,Debit,6,4,1,Late Delivery,Complete,Standard Class
02066,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
02067,Debit,2,1,1,Late Delivery,On Hold,First Class
02068,Cash,2,1,1,Late Delivery,Closed,First Class
02070,Debit,2,1,1,Late Delivery,Complete,First Class
02071,Transfer,2,1,1,Late Delivery,Pending,First Class
02072,Payment,2,1,1,Late Delivery,Pending Payment,First Class
02073,Debit,2,1,1,Late Delivery,Complete,First Class
02074,Transfer,5,4,1,Late Delivery,Pending,Standard Class
02075,Debit,6,4,1,Late Delivery,Complete,Standard Class
02076,Debit,2,2,0,Shipping On Time,On Hold,Second Class
02077,Transfer,3,2,1,Late Delivery,Processing,Second Class
02078,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02080,Debit,6,4,1,Late Delivery,Complete,Standard Class
02081,Debit,2,4,0,Advance Shipping,Complete,Standard Class
02082,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
02084,Transfer,5,4,1,Late Delivery,Processing,Standard Class
02085,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
02086,Debit,2,2,0,Shipping On Time,Complete,Second Class
02087,Transfer,3,2,1,Late Delivery,Pending,Second Class
02088,Debit,4,2,1,Late Delivery,Complete,Second Class
02089,Transfer,5,2,1,Late Delivery,Pending,Second Class
02090,Transfer,6,4,0,Shipping Canceled,Canceled,Standard Class
02093,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
02094,Transfer,5,4,1,Late Delivery,Processing,Standard Class
02096,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
02097,Debit,3,2,1,Late Delivery,On Hold,Second Class
02098,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02099,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
02100,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
02102,Debit,3,4,0,Advance Shipping,Complete,Standard Class
02103,Cash,4,4,0,Shipping On Time,Closed,Standard Class
02104,Cash,5,4,1,Late Delivery,Closed,Standard Class
02105,Debit,1,0,1,Late Delivery,Complete,Same Day
02106,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
02107,Debit,3,2,1,Late Delivery,Complete,Second Class
02108,Debit,4,2,1,Late Delivery,Complete,Second Class
02109,Debit,5,2,1,Late Delivery,Complete,Second Class
02110,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
02111,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
02112,Transfer,3,4,0,Shipping Canceled,Canceled,Standard Class
02113,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02114,Debit,5,4,1,Late Delivery,Complete,Standard Class
02115,Debit,6,4,1,Late Delivery,Complete,Standard Class
02116,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
02117,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
02118,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02119,Debit,2,1,1,Late Delivery,Complete,First Class
02120,Transfer,6,2,1,Late Delivery,Pending,Second Class
02123,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
02124,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
02127,Debit,3,4,0,Advance Shipping,Complete,Standard Class
02128,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02129,Transfer,5,4,1,Late Delivery,Processing,Standard Class
02130,Cash,6,4,1,Late Delivery,Closed,Standard Class
02131,Cash,0,0,0,Shipping On Time,Closed,Same Day
02132,Transfer,0,0,0,Shipping On Time,Pending,Same Day
02133,Cash,0,0,0,Shipping On Time,Closed,Same Day
02134,Debit,0,0,0,Shipping On Time,Complete,Same Day
02135,Transfer,6,4,1,Late Delivery,Pending,Standard Class
02136,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
02138,Payment,2,1,1,Late Delivery,Pending Payment,First Class
02139,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
02140,Debit,6,4,1,Late Delivery,Complete,Standard Class
02141,Payment,2,1,1,Late Delivery,Pending Payment,First Class
02144,Transfer,2,1,0,Shipping Canceled,Canceled,First Class
02145,Debit,6,4,1,Late Delivery,On Hold,Standard Class
02147,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
02148,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02149,Transfer,5,4,1,Late Delivery,Processing,Standard Class
02150,Transfer,6,4,0,Shipping Canceled,Canceled,Standard Class
02151,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
02154,Transfer,5,4,1,Late Delivery,Processing,Standard Class
02155,Debit,6,4,1,Late Delivery,Complete,Standard Class
02156,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
02157,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
02158,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
02159,Cash,5,2,1,Late Delivery,Closed,Second Class
02160,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
02162,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
02163,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02165,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
02167,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
02169,Debit,5,4,1,Late Delivery,Complete,Standard Class
02170,Transfer,6,4,0,Shipping Canceled,Canceled,Standard Class
02171,Debit,2,4,0,Advance Shipping,Complete,Standard Class
02172,Debit,2,1,1,Late Delivery,Complete,First Class
02173,Debit,2,1,1,Late Delivery,Complete,First Class
02174,Cash,2,1,1,Late Delivery,Closed,First Class
02175,Debit,6,2,1,Late Delivery,Complete,Second Class
02177,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
02178,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02179,Transfer,5,4,1,Late Delivery,Pending,Standard Class
02181,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
02182,Debit,2,1,1,Late Delivery,Complete,First Class
02183,Debit,2,1,1,Late Delivery,Complete,First Class
02184,Debit,5,2,1,Late Delivery,Complete,Second Class
02185,Debit,6,2,1,Late Delivery,Complete,Second Class
02186,Transfer,2,1,1,Late Delivery,Processing,First Class
02187,Debit,3,2,1,Late Delivery,Complete,Second Class
02188,Transfer,4,2,1,Late Delivery,Pending,Second Class
02189,Transfer,5,4,0,Shipping Canceled,Canceled,Standard Class
02190,Debit,6,2,1,Late Delivery,Complete,Second Class
02191,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
02192,Debit,1,0,1,Late Delivery,Complete,Same Day
02193,Debit,4,2,1,Late Delivery,Complete,Second Class
02194,Debit,5,2,1,Late Delivery,Complete,Second Class
02195,Debit,6,4,1,Late Delivery,Complete,Standard Class
02196,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
02197,Cash,3,4,0,Advance Shipping,Closed,Standard Class
02200,Cash,6,4,1,Late Delivery,Closed,Standard Class
02201,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
02202,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
02203,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
02204,Debit,5,4,1,Late Delivery,Complete,Standard Class
02206,Cash,2,4,0,Advance Shipping,Closed,Standard Class
02207,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
02208,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
02209,Transfer,5,4,1,Late Delivery,Pending,Standard Class
02210,Debit,6,4,1,Late Delivery,Complete,Standard Class
02211,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
02212,Cash,3,4,0,Advance Shipping,Closed,Standard Class
02213,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
02214,Transfer,5,4,1,Late Delivery,Pending,Standard Class
02216,Debit,0,0,0,Shipping On Time,Complete,Same Day
02217,Debit,3,2,1,Late Delivery,Complete,Second Class
02218,Cash,4,4,0,Shipping On Time,Closed,Standard Class
02219,Debit,5,4,1,Late Delivery,On Hold,Standard Class
02221,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
02222,Cash,3,4,0,Advance Shipping,Closed,Standard Class
02223,Transfer,2,1,1,Late Delivery,Processing,First Class
02224,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
02225,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
02226,Debit,2,4,0,Advance Shipping,Complete,Standard Class
02227,Transfer,2,1,1,Late Delivery,Pending,First Class
02228,Debit,4,2,1,Late Delivery,Complete,Second Class
02229,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
02230,Debit,6,2,1,Late Delivery,Complete,Second Class
02231,Debit,2,1,1,Late Delivery,Complete,First Class
02232,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
02233,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
02236,Cash,2,4,0,Advance Shipping,Closed,Standard Class
02238,Debit,2,1,1,Late Delivery,Complete,First Class
02239,Transfer,5,4,1,Late Delivery,Pending,Standard Class
02240,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
02241,Debit,2,4,0,Advance Shipping,Complete,Standard Class
02242,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
02244,Cash,2,1,1,Late Delivery,Closed,First Class
02245,Debit,2,1,1,Late Delivery,Complete,First Class
02247,Debit,2,1,1,Late Delivery,Complete,First Class
02248,Payment,2,1,1,Late Delivery,Pending Payment,First Class
02249,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
02250,Debit,6,4,1,Late Delivery,Complete,Standard Class
02251,Payment,2,4,0,Advance Shipping,Payment Review,Standard Class
02252,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
02253,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
02254,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
02255,Debit,6,4,1,Late Delivery,Complete,Standard Class
02256,Cash,1,0,1,Late Delivery,Closed,Same Day
02258,Debit,2,1,1,Late Delivery,On Hold,First Class
02259,Transfer,2,1,1,Late Delivery,Pending,First Class
02260,Transfer,2,1,1,Late Delivery,Processing,First Class
02261,Transfer,2,1,1,Late Delivery,Pending,First Class
02262,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
02263,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
02264,Transfer,5,2,0,Shipping Canceled,Canceled,Second Class
02265,Transfer,6,2,1,Late Delivery,Processing,Second Class
02267,Debit,2,1,1,Late Delivery,Complete,First Class
02268,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
02269,Debit,5,4,1,Late Delivery,Complete,Standard Class
02270,Debit,6,2,1,Late Delivery,Complete,Second Class
02271,Transfer,2,2,0,Shipping Canceled,Canceled,Second Class
02272,Transfer,3,2,1,Late Delivery,Pending,Second Class
02274,Debit,5,4,1,Late Delivery,Complete,Standard Class
02275,Debit,6,4,1,Late Delivery,Complete,Standard Class
02276,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
02277,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
02278,Debit,4,4,0,Shipping On Time,Complete,Standard Class
02279,Debit,5,4,1,Late Delivery,Complete,Standard Class
02280,Debit,6,4,1,Late Delivery,Complete,Standard Class
02282,Payment,2,1,1,Late Delivery,Pending Payment,First Class
02284,Transfer,5,4,1,Late Delivery,Pending,Standard Class
02285,Cash,6,4,1,Late Delivery,Closed,Standard Class
02287,Debit,2,1,1,Late Delivery,Complete,First Class
02289,Payment,5,4,1,Late Delivery,Payment Review,Standard Class
02290,Transfer,6,4,1,Late Delivery,Processing,Standard Class
02291,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
02292,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
02293,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
02294,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
02295,Cash,6,4,1,Late Delivery,Closed,Standard Class
02296,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
02298,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
02299,Debit,5,4,1,Late Delivery,Complete,Standard Class
02300,Debit,6,4,1,Late Delivery,On Hold,Standard Class
02301,Cash,2,4,0,Advance Shipping,Closed,Standard Class
02302,Cash,3,2,1,Late Delivery,Closed,Second Class
02304,Debit,2,1,1,Late Delivery,Complete,First Class
02305,Cash,2,1,1,Late Delivery,Closed,First Class
02306,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
02307,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
02308,Debit,4,2,1,Late Delivery,On Hold,Second Class
02309,Debit,5,4,1,Late Delivery,On Hold,Standard Class
02310,Cash,6,4,1,Late Delivery,Closed,Standard Class
02312,Debit,3,4,0,Advance Shipping,Complete,Standard Class
02313,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
02315,Transfer,2,1,1,Late Delivery,Processing,First Class
02317,Cash,2,1,1,Late Delivery,Closed,First Class
02318,Transfer,2,1,1,Late Delivery,Processing,First Class
02319,Transfer,2,1,1,Late Delivery,Processing,First Class
02320,Debit,6,2,1,Late Delivery,Complete,Second Class
02321,Transfer,2,2,0,Shipping Canceled,Suspected Fraud,Second Class
02322,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
02323,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
